"curator_PersonName","curator_organization","curator_email","modification_date","author_PersonName","author_email","author_orcid_id","network","key_version","site_code","installation","region","ltsp_group","state","lat","long","elevation","map","mat","measurement_year","plot_area","buffer_width","aspect_deg","aspect_class","slope","land_use","par_trans","soil_taxon","soil_series","loc_texture_class","coarse_frags","HLZ","habitat_type","dom_spec1","dom_spec2","dom_spec3","dom_spec4","stand_age","site_index","NMV","prehrv_mass_over","prehrv_mass_under","prehrv_mass_ff","hrv_date","ff_method","comp_method","comp_date","planting_date","seedling_density","planted_species1","planted_species2","veg_removal_method","veg_removal_dates","homog_date","LTSP_core_id","plot_number","veg_removal","amel_treat","horizon_type","layer_top","layer_bot","soc","soil_n_tot","bd_tot","lyr_c_to_n"
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,1,1,"mineral",10,20,1.078,0.073,0.85,14.76712329
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,1,1,"mineral",10,20,2.466,0.121,0.79,20.38016529
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,2,1,"mineral",0,10,4.344,0.202,0.82,21.5049505
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,2,1,"mineral",20,30,3.066,0.216,1.04,14.19444444
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,2,1,"mineral",0,10,2.678,0.124,0.83,21.59677419
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,2,1,"mineral",0,10,0.979,0.065,0.83,15.06153846
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,2,1,"mineral",10,20,2.448,0.116,0.85,21.10344828
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,2,1,"mineral",20,30,0.712,0.029,0.91,24.55172414
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,2,1,"mineral",20,30,0.299,0.015,1.38,19.93333333
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM1",3,2,1,"mineral",20,30,4.738,0.109,1.07,43.46788991
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,1,1,"mineral",0,10,5.622,0.255,0.81,22.04705882
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,1,1,"mineral",10,20,4.025,0.228,0.83,17.65350877
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,1,1,"mineral",20,30,1.789,0.1,0.94,17.89
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,1,1,"mineral",0,10,2.118,0.128,0.61,16.546875
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,1,1,"mineral",10,20,2.848,0.157,0.89,18.14012739
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,1,1,"mineral",20,30,2.075,0.124,0.82,16.73387097
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,1,1,"mineral",0,10,3.604,0.174,0.68,20.71264368
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,1,1,"mineral",20,30,1.607,0.09,1.06,17.85555556
"Emily Piche","ORISE, USDA FS","emily.piche@usda.gov","45118","Debbie Page-Dumroese","debbie.dumroese@usda.gov","0000-0002-3095-7749","LTSP","V3","1","Priest River","Interior Cedar-Hemlock","Core","Idaho","48.35","116.83","725","83.8","6.6","5","0.8","20","180","S","0-5","Selective hrvst 40 yrs prior","Eolian veneer/blanket over lacustrine with some glaciofluvial","Ochreptic Fragixeralf","Mission","silt loam","0-10","CTM","Tsuga heterophylla/Clintonia uniflora","Pinus occidentalis","Tsuga heterophylla","Pseudotsuga menziesii","Larix occidentalis","90","21","450","191250","1750","68000","1990","Forest floor removed by machine and hand, then returned to OM0 and OM1, and slash returned to OM0","D-6 Caterpillar Tractor","1991","1992","2","Pseudotsuga menziesii","Pinus monticola","hexazinone tablets","Year 3, 5",2023-07-22 20:44:21,"C0OM2",11,2,1,"mineral",10,20,2.665,0.13,1.19,20.5
